generation,release_date,artist,name,types,supertype,hp,evolvesFrom,evolvesTo,nationalPokedexNumbers,,,,,,,,,,,,,,,,,,,,,,,,,
Sixth,11/2/2016,5ban Graphics,M Blastoise-EX,['Water'],Pokémon,220,Blastoise-EX,,[9],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Ken Sugimori,Poliwag,['Water'],Pokémon,60,,['Poliwhirl'],[60],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Ken Sugimori,Poliwhirl,['Water'],Pokémon,80,Poliwag,"['Poliwrath', 'Politoed']",[61],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Ken Sugimori,Poliwrath,['Water'],Pokémon,140,Poliwhirl,,[62],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Ayaka Yoshida,Slowbro-EX,['Water'],Pokémon,180,,['M Slowbro-EX'],[80],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,5ban Graphics,M Slowbro-EX,['Water'],Pokémon,220,Slowbro-EX,,[80],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Ken Sugimori,Seel,['Water'],Pokémon,80,,['Dewgong'],[86],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Mitsuhiro Arita,Dewgong,['Water'],Pokémon,120,Seel,,[87],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Keiji Kinebuchi,Staryu,['Water'],Pokémon,60,,['Starmie'],[120],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Keiji Kinebuchi,Starmie,['Water'],Pokémon,90,Staryu,,[121],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,5ban Graphics,Starmie BREAK,['Water'],Pokémon,130,Starmie,,[121],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Mitsuhiro Arita,Magikarp,['Water'],Pokémon,30,,['Gyarados'],[129],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Mitsuhiro Arita,Gyarados,['Water'],Pokémon,130,Magikarp,,[130],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Mitsuhiro Arita,Pikachu,['Lightning'],Pokémon,60,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Ken Sugimori,Raichu,['Lightning'],Pokémon,100,Pikachu,,[26],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Magnemite,['Lightning'],Pokémon,50,,['Magneton'],[81],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Magneton,['Lightning'],Pokémon,80,Magnemite,['Magnezone'],[82],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Voltorb,['Lightning'],Pokémon,60,,['Electrode'],[100],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Electrode,['Lightning'],Pokémon,80,Voltorb,,[101],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Ken Sugimori,Electabuzz,['Lightning'],Pokémon,70,,['Electivire'],[125],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Ken Sugimori,Zapdos,['Lightning'],Pokémon,110,,,[145],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Ken Sugimori,Nidoran ♂,['Psychic'],Pokémon,60,,['Nidorino'],[32],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Mitsuhiro Arita,Nidorino,['Psychic'],Pokémon,90,Nidoran ♂,['Nidoking'],[33],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Ken Sugimori,Nidoking,['Psychic'],Pokémon,150,Nidorino,,[34],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,5ban Graphics,Nidoking BREAK,['Psychic'],Pokémon,180,Nidoking,,[34],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Gastly,['Psychic'],Pokémon,40,,['Haunter'],[92],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Haunter,['Psychic'],Pokémon,70,Gastly,['Gengar'],[93],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Ken Sugimori,Drowzee,['Psychic'],Pokémon,60,,['Hypno'],[96],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Mitsuhiro Arita,Koffing,['Psychic'],Pokémon,60,,['Weezing'],[109],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Ken Sugimori,Mewtwo,['Psychic'],Pokémon,130,,,[150],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Eske Yoshinob,Mewtwo-EX,['Psychic'],Pokémon,180,,['M Mewtwo-EX'],[150],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Ken Sugimori,Mew,['Psychic'],Pokémon,40,,,[151],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Ken Sugimori,Sandshrew,['Fighting'],Pokémon,60,,['Sandslash'],[27],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Diglett,['Fighting'],Pokémon,40,,['Dugtrio'],[50],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Dugtrio,['Fighting'],Pokémon,90,Diglett,,[51],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,Mitsuhiro Arita,Machop,['Fighting'],Pokémon,70,,['Machoke'],[66],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,Ken Sugimori,Machoke,['Fighting'],Pokémon,90,Machop,['Machamp'],[67],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,Ken Sugimori,Machamp,['Fighting'],Pokémon,160,Machoke,,[68],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,5ban Graphics,Machamp BREAK,['Fighting'],Pokémon,190,Machamp,,[68],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,Ken Sugimori,Onix,['Fighting'],Pokémon,100,,['Steelix'],[95],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,Ken Sugimori,Hitmonchan,['Fighting'],Pokémon,90,,,[107],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Sixth,11/2/2016,Ken Sugimori,Clefairy,['Fairy'],Pokémon,40,,['Clefable'],[35],,,,,,,,,,,,,,,,,,,,234,14164,,,,
Sixth,11/2/2016,Eske Yoshinob,Pidgeot-EX,['Colorless'],Pokémon,170,,['M Pidgeot-EX'],[18],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,5ban Graphics,M Pidgeot-EX,['Colorless'],Pokémon,220,Pidgeot-EX,,[18],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Mitsuhiro Arita,Rattata,['Colorless'],Pokémon,40,,['Raticate'],[19],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Ken Sugimori,Raticate,['Colorless'],Pokémon,60,Rattata,,[20],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Ken Sugimori,Farfetch'd,['Colorless'],Pokémon,70,,"[""Sirfetch'd""]",[83],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Mitsuhiro Arita,Doduo,['Colorless'],Pokémon,60,,['Dodrio'],[84],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Ken Sugimori,Chansey,['Colorless'],Pokémon,120,,['Blissey'],[113],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Tomoaki Imakuni,Porygon,['Colorless'],Pokémon,60,,['Porygon2'],[137],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Ayaka Yoshida,Dragonite-EX,['Colorless'],Pokémon,180,,,[149],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,5ban Graphics,Blastoise Spirit Link,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Ken Sugimori,Brock's Grit,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,5ban Graphics,Charizard Spirit Link,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Devolution Spray,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Energy Retrieval,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Full Heal,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Maintenance,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Ken Sugimori,Misty's Determination,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,5ban Graphics,Pidgeot Spirit Link,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Pokédex,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Potion,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Ken Sugimori,Professor Oak's Hint,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Revive,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,5ban Graphics,Slowbro Spirit Link,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Super Potion,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Switch,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,5ban Graphics,Venusaur Spirit Link,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Keiji Kinebuchi,Double Colorless Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Grass Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Fire Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Water Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Lightning Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Psychic Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Fighting Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Darkness Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Metal Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,,Fairy Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,5ban Graphics,M Venusaur-EX,['Grass'],Pokémon,230,Venusaur-EX,,[3],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Sixth,11/2/2016,5ban Graphics,M Charizard-EX,['Fire'],Pokémon,220,Charizard-EX,,[6],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Sixth,11/2/2016,5ban Graphics,M Blastoise-EX,['Water'],Pokémon,220,Blastoise-EX,,[9],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Sixth,11/2/2016,Ryo Ueda,Mewtwo-EX,['Psychic'],Pokémon,180,,['M Mewtwo-EX'],[150],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Sixth,11/2/2016,Ryo Ueda,Pidgeot-EX,['Colorless'],Pokémon,170,,['M Pidgeot-EX'],[18],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,5ban Graphics,M Pidgeot-EX,['Colorless'],Pokémon,220,Pidgeot-EX,,[18],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Ryo Ueda,Dragonite-EX,['Colorless'],Pokémon,180,,,[149],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Hitoshi Ariga,Brock's Grit,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Megumi Mizutani,Misty's Determination,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Sixth,11/2/2016,Dr.Ooyama,ナッシー[Exeggutor],['Grass'],Pokémon,80,タマタマ[Exeggcute],,[103],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Sixth,11/2/2016,Toshinao Aoki,Flying Pikachu,['Lightning'],Pokémon,40,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Toshinao Aoki,Surfing Pikachu,['Lightning'],Pokémon,50,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Sixth,11/2/2016,Imakuni?,Imakuni?'s Doduo,['Colorless'],Pokémon,50,,,[84],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Sixth,11/2/2016,Ken Sugimori,Here Comes Team Rocket!,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Kanako Eo,Caterpie,['Grass'],Pokémon,50,,['Metapod'],[10],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Yuka Morii,Metapod,['Grass'],Pokémon,80,Caterpie,['Butterfree'],[11],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,chibi,Butterfree,['Grass'],Pokémon,130,Metapod,,[12],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Ayaka Yoshida,Paras,['Grass'],Pokémon,60,,['Parasect'],[46],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Eri Yamaki,Parasect,['Grass'],Pokémon,110,Paras,,[47],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,DemizuPosuka,Pinsir,['Grass'],Pokémon,110,,,[127],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Kyoko Umemoto,Surskit,['Grass'],Pokémon,50,,['Masquerain'],[283],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,miki kudo,Masquerain,['Grass'],Pokémon,90,Surskit,,[284],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Megumi Mizutani,Rowlet,['Grass'],Pokémon,60,,['Dartrix'],[722],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Mizue,Dartrix,['Grass'],Pokémon,80,Rowlet,['Decidueye'],[723],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Kouki Saitou,Decidueye,['Grass'],Pokémon,140,Dartrix,,[724],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,5ban Graphics,Decidueye-GX,['Grass'],Pokémon,240,Dartrix,,[724],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Akira Komayama,Grubbin,['Grass'],Pokémon,70,,['Charjabug'],[736],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Kagemaru Himeno,Fomantis,['Grass'],Pokémon,60,,['Lurantis'],[753],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,5ban Graphics,Lurantis-GX,['Grass'],Pokémon,210,Fomantis,,[754],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Saya Tsuruta,Morelull,['Grass'],Pokémon,60,,['Shiinotic'],[755],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Mizue,Shiinotic,['Grass'],Pokémon,100,Morelull,,[756],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Akira Komayama,Bounsweet,['Grass'],Pokémon,60,,['Steenee'],[761],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Mizue,Steenee,['Grass'],Pokémon,90,Bounsweet,['Tsareena'],[762],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Shin Nagasawa,Tsareena,['Grass'],Pokémon,140,Steenee,,[763],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,MAHOU,Growlithe,['Fire'],Pokémon,80,,['Arcanine'],[58],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,kodama,Arcanine,['Fire'],Pokémon,130,Growlithe,,[59],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,sui,Torkoal,['Fire'],Pokémon,110,,,[324],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,Akira Komayama,Litten,['Fire'],Pokémon,70,,['Torracat'],[725],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,TOKIYA,Torracat,['Fire'],Pokémon,90,Litten,['Incineroar'],[726],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,Hitoshi Ariga,Incineroar,['Fire'],Pokémon,160,Torracat,,[727],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,5ban Graphics,Incineroar-GX,['Fire'],Pokémon,250,Torracat,,[727],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,Shibuzoh.,Psyduck,['Water'],Pokémon,70,,['Golduck'],[54],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Hasuno,Golduck,['Water'],Pokémon,90,Psyduck,,[55],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Asako Ito,Poliwag,['Water'],Pokémon,60,,['Poliwhirl'],[60],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Atsuko Nishida,Poliwhirl,['Water'],Pokémon,90,Poliwag,"['Poliwrath', 'Politoed']",[61],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Midori Harada,Poliwrath,['Water'],Pokémon,150,Poliwhirl,,[62],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Midori Harada,Shellder,['Water'],Pokémon,60,,['Cloyster'],[90],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Yoshinobu Saito,Cloyster,['Water'],Pokémon,120,Shellder,,[91],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,5ban Graphics,Lapras-GX,['Water'],Pokémon,190,,,[131],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Satoshi Shirai,Corsola,['Water'],Pokémon,80,,['Cursola'],[222],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Aya Kusube,Wingull,['Water'],Pokémon,60,,['Pelipper'],[278],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Sumiyoshi Kizuki,Pelipper,['Water'],Pokémon,100,Wingull,,[279],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Kouki Saitou,Popplio,['Water'],Pokémon,70,,['Brionne'],[728],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Saya Tsuruta,Brionne,['Water'],Pokémon,90,Popplio,['Primarina'],[729],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Kagemaru Himeno,Primarina,['Water'],Pokémon,150,Brionne,,[730],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,5ban Graphics,Primarina-GX,['Water'],Pokémon,250,Brionne,,[730],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,TOKIYA,Crabominable,['Water'],Pokémon,140,Crabrawler,,[740],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Mitsuhiro Arita,Wishiwashi,['Water'],Pokémon,30,,,[746],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Kagemaru Himeno,Dewpider,['Water'],Pokémon,60,,['Araquanid'],[751],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,match,Araquanid,['Water'],Pokémon,100,Dewpider,,[752],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,You Iribi,Pyukumuku,['Water'],Pokémon,60,,,[771],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Mizue,Bruxish,['Water'],Pokémon,110,,,[779],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Ayaka Yoshida,Chinchou,['Lightning'],Pokémon,70,,['Lanturn'],[170],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Masakazu Fukuda,Lanturn,['Lightning'],Pokémon,110,Chinchou,,[171],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Naoki Saito,Charjabug,['Lightning'],Pokémon,90,Grubbin,['Vikavolt'],[737],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Hitoshi Ariga,Vikavolt,['Lightning'],Pokémon,150,Charjabug,,[738],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Megumi Mizutani,Togedemaru,['Lightning'],Pokémon,70,,,[777],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Satoshi Shirai,Zubat,['Psychic'],Pokémon,50,,['Golbat'],[41],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Masakazu Fukuda,Golbat,['Psychic'],Pokémon,80,Zubat,['Crobat'],[42],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,DemizuPosuka,Crobat,['Psychic'],Pokémon,130,Golbat,,[169],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Naoki Saito,Alolan Grimer,['Psychic'],Pokémon,80,,['Muk'],[88],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Hitoshi Ariga,Alolan Muk,['Psychic'],Pokémon,120,Alolan Grimer,,[89],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Suwama Chiaki,Drowzee,['Psychic'],Pokémon,70,,['Hypno'],[96],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,OOYAMA,Hypno,['Psychic'],Pokémon,110,Drowzee,,[97],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,5ban Graphics,Espeon-GX,['Psychic'],Pokémon,200,Eevee,,[196],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,match,Mareanie,['Psychic'],Pokémon,60,,['Toxapex'],[747],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Mitsuhiro Arita,Toxapex,['Psychic'],Pokémon,110,Mareanie,,[748],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Megumi Mizutani,Cosmog,['Psychic'],Pokémon,60,,['Cosmoem'],[789],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Sanosuke Sakuma,Cosmoem,['Psychic'],Pokémon,90,Cosmog,"['Solgaleo', 'Lunala']",[790],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,PLANETA,Lunala-GX,['Psychic'],Pokémon,250,Cosmoem,,[792],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Mina Nakai,Makuhita,['Fighting'],Pokémon,80,,['Hariyama'],[296],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Miki Tanaka,Hariyama,['Fighting'],Pokémon,130,Makuhita,,[297],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Kanako Eo,Roggenrola,['Fighting'],Pokémon,70,,['Boldore'],[524],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Shigenori Negishi,Boldore,['Fighting'],Pokémon,110,Roggenrola,['Gigalith'],[525],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Eske Yoshinob,Gigalith,['Fighting'],Pokémon,160,Boldore,,[526],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Shin Nagasawa,Crabrawler,['Fighting'],Pokémon,80,,['Crabominable'],[739],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Naoki Saito,Passimian,['Fighting'],Pokémon,110,,,[766],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Akira Komayama,Sandygast,['Fighting'],Pokémon,80,,['Palossand'],[769],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Kouki Saitou,Palossand,['Fighting'],Pokémon,130,Sandygast,,[770],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Kouki Saitou,Alolan Rattata,['Darkness'],Pokémon,40,,['Raticate'],[19],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,match,Alolan Raticate,['Darkness'],Pokémon,120,Alolan Rattata,,[20],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,Kagemaru Himeno,Alolan Meowth,['Darkness'],Pokémon,70,,['Persian'],[52],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,kirisAki,Alolan Persian,['Darkness'],Pokémon,90,Alolan Meowth,,[53],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,5ban Graphics,Umbreon-GX,['Darkness'],Pokémon,200,Eevee,,[197],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,Sumiyoshi Kizuki,Carvanha,['Darkness'],Pokémon,60,,['Sharpedo'],[318],,,,,,,,,,,,,,,,,,,,945,12029,,,,
